CAS_No,EC_No,Substance_Name,MLC132_Entry,MLC132_Status_by_ROW,MLC132_Details,Policy Specific Requirements,Consider_Specific_Details
9016-45-9,500-024-6,"Nonylphenol, ethoxylated",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
42173-90-0,255-695-5,"26-(nonylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
37205-87-1,609-346-2,"Poly(oxy-1,2-ethanediyl), alpha-(isononylphenyl)-omega-hydroxy-",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
155679-84-8,,"Ethanol, 2-[2-(4-isononylphenoxy)ethoxy]-",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
32742-88-4,251-190-9,"20-(4-Octylphenoxy)-3,6,9,12,15,18-hexaoxaicosan-1-ol",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
1119449-38-5,687-833-9,"(2-{2-[4-(3’,6’-Dimethyl-3’-heptyl)phenoxy]ethoxy}ethanol)",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
1119449-37-4,687-832-3,"(4-(3’,6’-Dimethyl-3’-heptyl)phenol Monoethoxylate)",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
,938-618-6,"Nonylphenol, ethoxylated (polymer)",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
85005-55-6,284-987-5,2-(Isononylphenoxy)ethanol,REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
91648-64-5,293-926-1,2-(isononylphenoxy)ethanol,REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
27986-36-3,248-762-5,nonylphenoxy ethanol,REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
65455-69-8,265-785-6,"20-(isononylphenoxy)-3,6,9,12,15,18-hexaoxaicosan-1-ol",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
57321-10-5,260-678-0,"44-(nonylphenoxy)-3,6,9,12,15,18,21,24,27,30,33,36,39,42-tetradecaoxatetratetracontanol",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
27177-08-8,248-294-1,Nonylphenol nona(oxyethylene)ethanol,REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
27177-03-3,248-292-0,"20-(nonylphenoxy)-3,6,9,12,15,18-hexaoxaicosan-1-ol",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
27177-01-1,,"3,6,9,12,15-Pentaoxaheptadecan-1-ol, 17-(nonylphenoxy)-",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
65455-72-3,,"3,6,9,12,15,18,21,24,27-Nonaoxanonacosan-1-ol, 29-(isononylphenoxy)-",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
27176-93-8,248-291-5,"Ethanol, 2-[2-(nonylphenoxy)ethoxy]-",REACH Candidate List,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
